10,143
60,1990
110,4367
160,6861
210,9626
260,12598
310,15547
360,18627
410,21735
460,24861
510,28245
560,31522
610,34899
660,38605
710,41791
760,45325
810,48908
860,52371
910,55917
960,59552
1010,63083
1060,66774
1110,70732
1160,74375
1210,78116
1260,81972
1310,85890
1360,90078
1410,93554
1460,97268
1510,101180
1560,104998
1610,108913
1660,112936
1710,116610
1760,120696
1810,124705
1860,128554
1910,132889
1960,136692
2010,140740
2060,144655
2110,148734
2160,152873
2210,156954
2260,161230
2310,165567
2360,169566
2410,173544
2460,177790
2510,181757
2560,185973
2610,190295
2660,194543
2710,198530
2760,203121
2810,207395
2860,211509
2910,215538
2960,219961
3010,224281
3060,228508
3110,233285
3160,237268
3210,241768
3260,245528
3310,249783
3360,254414
3410,258331
3460,262703
3510,267131
3560,271056
3610,275683
3660,280279
3710,284132
3760,288618
3810,293163
3860,297092
3910,301678
3960,306339
4010,310475
4060,315286
4110,319547
4160,323775
4210,328171
4260,332520
4310,337271
4360,342151
4410,346205
4460,350909
4510,355644
4560,359773
4610,364996
4660,369012
4710,373103
4760,377967
4810,382598
4860,387091
4910,390999
4960,396310
5010,400364
5060,404803
5110,409954
5160,414576
5210,418634
5260,423060
5310,427496
5360,432080
5410,437573
5460,441684
5510,446635
5560,451127
5610,455759
5660,460030
5710,464892
5760,469948
5810,473678
5860,478108
5910,483711
5960,488078
6010,492641
6060,497663
6110,502134
6160,506878
6210,511895
6260,516277
6310,520424
6360,525068
6410,530066
6460,534530
6510,539446
6560,543833
6610,548404
6660,552743
6710,557582
6760,562090
6810,566857
6860,571624
6910,576658
6960,580866
7010,585840
7060,590345
7110,594955
7160,599932
7210,603578
7260,609208
7310,613504
7360,618542
7410,623087
7460,627934
7510,632332
7560,637395
7610,641877
7660,646894
7710,651503
7760,656057
7810,661498
7860,666132
7910,670723
7960,674921
8010,679533
8060,684401
8110,689008
8160,693943
8210,698726
8260,703538
8310,708034
8360,712813
8410,717742
8460,723021
8510,727394
8560,732166
8610,736714
8660,742161
8710,746809
8760,751587
8810,756619
8860,761328
8910,766685
8960,771913
9010,776270
9060,780956
9110,785883
9160,791329
9210,796036
9260,800923
9310,805750
9360,810795
9410,815144
9460,820953
9510,825178
9560,830694
9610,835584
9660,840410
9710,844381
9760,850385
9810,854906
9860,860039
9910,864391
9960,869879
10000,873839
